ID,Marital_Status,Sex,DV,age,Years_Education,hours_worked,Occupation,income,capital_wealth
16268,Divorced,Male,0,52,12,31,Unemployed,3868.68,204.8
16269,Divorced,Female,0,43,13,31,Other,53737.38,2053.24
16270,Divorced,Male,0,46,15,33,Trade,48159.89,1762.12
16271,Divorced,Male,0,45,11,40,Unemployed,3728.95,0.03
16272,Divorced,Male,0,38,9,34,Administrative,24629.98,2.71
16273,Divorced,Male,0,48,12,27,Professional,69543.01,5442.27
16274,Divorced,Male,0,38,11,36,Unemployed,3684.91,0.04
16275,Divorced,Male,0,36,11,34,Trade,38120.9,1.4
16276,Divorced,Female,0,27,10,33,Administrative,40534.65,1.02
16277,Divorced,Male,0,52,10,30,Professional,64749.81,32169.24
16278,Divorced,Male,0,37,12,30,Unemployed,3616.8,0.07
16279,Divorced,Male,0,35,14,27,Unemployed,3745.22,3.92
16280,Divorced,Male,0,55,8,20,Administrative,32525.84,100001.59
16281,Divorced,Male,0,42,14,29,Professional,36437.73,3012.27
16282,Divorced,Male,0,43,13,36,Other,40696.13,2.93
16283,Divorced,Female,0,41,13,33,Other,37148.22,6.12
16284,Divorced,Male,0,37,13,34,Trade,48370.64,1758.78
16285,Divorced,Male,0,44,15,30,Unemployed,3762.67,
16286,Divorced,Male,0,41,13,34,Other,12990.69,1384.09
16287,Divorced,Male,0,31,12,29,Other,50091.64,3.95
16288,Divorced,Male,0,48,14,32,Professional,58805.96,5441.31
16289,Divorced,Male,0,45,10,33,Unemployed,3794.12,0.04
16290,Divorced,Female,0,52,14,26,Trade,48885.32,20480.67
16291,Divorced,Female,0,35,18,29,Trade,5438.48,383.45
16292,Divorced,Male,0,40,9,32,Professional,24126.34,4.81
16293,Divorced,Male,1,52,11,29,Administrative,27766.85,20474.13
16294,Divorced,Male,0,42,12,30,Unemployed,3800.34,0.02
16295,Divorced,Male,0,42,12,31,Professional,23522.7,5.24
16296,Divorced,Male,0,34,12,31,Professional,40412.51,1.32
16297,Divorced,Male,0,44,16,26,Professional,21756.17,2.22
16298,Divorced,Female,0,42,12,31,Professional,53955.1,2050.48
16299,Divorced,Female,0,50,11,23,Other,35416.33,13513.75
16300,Divorced,Male,0,48,14,29,Other,38301.46,5440.93
16301,Divorced,Female,0,42,18,34,Professional,21940.81,-2.72
16302,Divorced,Female,0,46,15,25,Professional,69443.67,2047.77
16303,Divorced,Male,0,46,12,31,Other,31682.67,3007.6
16304,Divorced,Male,0,43,12,30,Administrative,50631.9,2049.74
16305,Divorced,Male,0,44,12,26,Unemployed,3620.95,0.04
16306,Divorced,Male,0,36,16,27,Professional,28363.77,1.94
16307,Divorced,Male,0,49,10,30,Professional,54696.61,13513.91
16308,Divorced,Male,0,38,12,26,Unemployed,3737.66,0.03
16309,Divorced,Male,0,45,20,29,Professional,62922.29,2048.14
16310,Divorced,Male,0,46,11,31,Unemployed,3765.08,0.04
16311,Divorced,Male,0,54,13,27,Retired,45073.46,68703.18
16312,Divorced,Male,0,43,14,30,Retired,29230.29,1178.65
16313,Divorced,Female,0,50,19,35,Trade,45009.76,13516.46
16314,Divorced,Female,0,38,12,38,Administrative,46565.6,1757.12
16315,Divorced,Male,0,52,14,32,Trade,51272.16,20476.93
16316,Divorced,Male,0,42,19,33,Other,39040.27,3.67
16317,Divorced,Male,0,48,17,34,Other,26942.08,5444.28
16318,Divorced,Male,0,36,10,30,Retired,38046.2,1.98
16319,Divorced,Female,0,37,12,27,Trade,23720.56,1.54
16320,Divorced,Female,0,43,12,,Administrative,12831.2,1382.13
16321,Divorced,Male,1,46,13,28,Administrative,28754.97,1173.97
16322,Divorced,Male,0,39,13,30,Trade,13721.46,1380.84
16323,Divorced,Female,0,42,17,29,Other,24876.93,6.22
16324,Divorced,Male,0,43,15,35,Retired,25231.79,2.57
16325,Divorced,Male,0,42,13,30,Other,23900.39,7.02
16326,Divorced,Male,0,44,10,32,Trade,22989.61,6.33
16327,Divorced,Male,1,52,12,31,Professional,67459.76,20477.34
16328,Divorced,Male,0,43,20,32,Retired,39916.38,-1.07
16329,Divorced,Male,0,36,16,34,Unemployed,3680.56,0.05
16330,Divorced,Male,1,48,8,29,Professional,81269.51,5441.82
16331,Divorced,Male,0,44,11,29,Other,21547.13,2588.9
16332,Divorced,Male,0,46,13,26,Unemployed,3681.72,0.05
16333,Divorced,Male,0,43,15,26,Trade,18495.98,1727.66
16334,Divorced,Female,0,39,16,32,Other,32630.06,3010.57
16335,,Female,0,40,14,32,Trade,21090.01,2590.68
16336,Divorced,Male,0,44,14,32,Professional,8293.99,1385.01
16337,Divorced,Male,0,39,17,25,Professional,13213.37,1380.85
16338,Divorced,Male,0,52,13,25,Other,45719.16,20484.46
16339,Divorced,Male,0,46,9,32,Administrative,38923.26,5.73
16340,Divorced,Male,0,44,11,33,Professional,25497.11,0.69
16341,Divorced,Male,0,40,17,25,Trade,29584.35,1171.87
16342,Divorced,Male,0,42,13,24,Professional,24975.94,0.1
16343,Divorced,Male,0,39,18,32,Professional,6322.72,1382.98
16344,Divorced,Female,0,44,12,28,Administrative,8915.34,1384.07
16345,Divorced,Male,0,36,18,28,Trade,18846.94,1729.08
16346,Divorced,Male,0,,12,33,Professional,36857.56,3011.34
16347,Divorced,Male,0,36,11,40,Other,19074.8,1724.62
16348,Divorced,Male,1,49,10,26,Administrative,35914.15,4424.82
16349,Divorced,Male,0,43,13,29,Administrative,38683.14,4.6
16350,Divorced,Male,0,48,11,32,Trade,52393.75,5443.11
16351,Divorced,Male,0,50,11,32,Professional,43363.98,4424.96
16352,Divorced,Male,0,39,17,27,Retired,23271.58,3.44
16353,Divorced,Female,0,40,15,33,Administrative,37359.35,5.45
16354,Divorced,Male,0,43,9,22,Other,30209.76,1172.27
16355,Divorced,Male,0,40,14,33,Trade,31251.42,3013.26
16356,Divorced,Male,0,46,14,21,Administrative,33724.51,3011.36
16357,Divorced,Male,0,50,11,32,Professional,57915.7,4419.98
16358,Divorced,Male,0,36,17,42,Trade,52949.2,2050.1
16359,Divorced,Male,0,39,15,30,Professional,36208.12,3009.22
16360,Divorced,Male,0,47,10,29,Retired,28975.51,1172.52
16361,Divorced,Male,0,47,14,28,Other,47151.66,1758.88
16362,Divorced,Female,0,41,10,32,Administrative,33332.05,3010.8
16363,Divorced,Female,0,42,13,31,Trade,30294.08,1172.12
16364,Divorced,Male,0,38,17,32,Other,21668.81,2587.66
16365,Divorced,Male,0,47,10,33,Trade,49068.67,2047.26
16366,Divorced,Female,0,36,11,30,Administrative,28306.69,4.29
16367,Divorced,Male,0,45,20,33,Trade,46181.16,1756.31
16368,Divorced,Male,0,41,15,35,Unemployed,3799.26,0.05
16369,Divorced,Male,0,40,8,23,Unemployed,3527.52,0.06
16370,Divorced,Male,0,44,17,24,Professional,19612.23,2588.53
16371,Divorced,Male,0,48,14,26,Other,34340.5,5442.31
16372,Divorced,Female,1,57,12,31,Retired,38217.26,85098.88
16373,Divorced,Male,0,40,16,33,Unemployed,3687.15,0.01
16374,Divorced,Male,0,33,9,26,Trade,20582.82,4.02
16375,Divorced,Male,0,46,10,30,Unemployed,3653.09,0.01
16376,Divorced,Male,0,42,18,35,Professional,2150.48,2.08
16377,Divorced,Male,0,41,15,30,Administrative,27701.81,2.23
16378,Divorced,Male,1,67,12,9,Other,34182.92,100005.1
16379,Divorced,Male,0,46,11,29,Trade,48732.21,1758.34
16380,Divorced,Male,0,37,13,32,Professional,23016.76,3.04
16381,Divorced,Male,0,49,12,28,Professional,50281.8,4419.61
16382,Divorced,Female,0,41,14,35,Other,14709.09,1727.34
16383,Divorced,Male,0,38,12,27,Retired,15070.77,1728.26
16384,Divorced,Male,0,43,11,32,Other,27793.39,3.59
16385,Divorced,Male,0,43,13,37,Administrative,11935.74,1383.62
16386,Divorced,Male,0,44,20,30,Other,-9152.1,5.41
16387,Divorced,Male,0,44,10,30,Other,28549.81,6.23
16388,Divorced,Male,1,54,11,29,Professional,61088.88,49592.01
16389,Divorced,Male,0,,13,36,Trade,48082.83,44296.5
16390,Divorced,Female,0,34,8,30,Professional,2284.13,3.98
16391,Divorced,Male,0,48,15,30,Unemployed,3780.17,54.43
16392,,Male,0,49,13,31,Professional,69881.93,4421.69
16393,Divorced,Male,0,43,10,41,Retired,28528.43,1.65
16394,Divorced,Male,0,48,14,22,Retired,41607.36,5445.47
16395,Divorced,Female,0,50,14,26,Administrative,28466.17,4420.52
16396,Divorced,Female,0,47,12,35,Unemployed,3747.91,0.02
16397,,Female,1,50,16,30,Trade,52499.3,13514.94
16398,Divorced,Male,0,35,13,31,Trade,8900.01,390.06
16399,Divorced,Male,0,42,12,36,Administrative,27789.56,3.13
16400,Divorced,Male,0,49,13,33,Trade,49978.7,4423.4
16401,Divorced,Male,0,40,12,27,Professional,23701.19,-0.51
16402,Divorced,Male,0,45,16,32,Trade,48635.51,1759.65
16403,Divorced,Male,0,41,12,33,Other,16252.37,1723.22
16404,Divorced,Male,0,40,8,25,Other,32282.64,3013.49
16405,,Male,0,42,13,25,Trade,32879.31,3011.83
16406,Divorced,Male,0,40,13,37,Other,37075.13,3010.81
16407,Divorced,Male,0,46,11,31,Trade,50444.93,2050.17
16408,Divorced,Male,0,36,14,24,Unemployed,3625.95,0.03
16409,Divorced,Male,0,49,12,32,Other,39761.44,4421.81
16410,Divorced,Male,0,39,16,35,Other,12558.83,1381.89
16411,Divorced,Male,0,42,11,30,Trade,23083.01,1.04
16412,Divorced,Male,0,41,14,33,Trade,26676.79,-0.43
16413,Divorced,Male,0,55,16,25,Trade,46039.39,77020.75
16414,Divorced,Male,0,37,14,31,Trade,40533.01,2.08
16415,Divorced,Male,0,34,16,27,Trade,3373.37,4.44
16416,Divorced,Male,1,51,15,28,Other,38622.65,51430.21
16417,Divorced,Male,0,46,14,32,Professional,61801.44,2052.23
16418,Divorced,Male,0,44,8,29,Trade,40038.83,6.09
16419,Divorced,Male,0,44,15,31,Unemployed,3684.47,0.05
16420,Divorced,Female,1,51,12,38,Administrative,30026.38,20478.96
16421,Divorced,Male,0,36,13,30,Trade,32957.12,3011.9
16422,Divorced,Male,0,47,13,20,Unemployed,3822.26,13.83
16423,Divorced,Female,0,47,15,31,Other,34414.55,3011.63
16424,Divorced,Male,0,50,9,30,Trade,53131.4,13515.16
16425,Divorced,Male,0,47,15,34,Other,49817.59,2051.37
16426,Divorced,Male,0,44,11,30,Other,29711.99,1174.29
16427,Divorced,Male,0,49,14,21,Other,34385.78,4420.52
16428,Divorced,Male,0,46,14,,Trade,50990.76,2053.47
16429,Divorced,Male,0,52,13,29,Trade,49372.99,20478.79
16430,Divorced,Male,0,40,11,36,Unemployed,3743.52,0.07
16431,Divorced,Female,0,41,12,22,Other,5910.28,1383.16
16432,Divorced,Male,0,38,13,33,Administrative,33325.93,3011.14
16433,Divorced,Male,0,44,10,26,Unemployed,3699.2,0.05
16434,Divorced,Male,1,55,9,29,Trade,40811.43,66478.63
16435,Divorced,Female,0,38,8,33,Professional,29975.97,1171.91
16436,Divorced,Male,1,,17,10,Retired,35652.78,93464.3
16437,Divorced,Male,0,49,9,34,Retired,39524.7,4425.74
16438,Divorced,Male,1,53,16,31,Trade,47116.07,44293.78
16439,Divorced,Male,0,,10,24,Professional,60198.9,2046.05
16440,Divorced,Male,0,48,12,27,Other,41859.74,5441.09
16441,Divorced,Female,0,49,13,27,Administrative,35276.33,13515.08
16442,Divorced,Male,0,41,9,26,Retired,12886.38,1380.17
16443,Divorced,Male,0,48,14,28,Unemployed,3577.56,54.44
16444,Divorced,Male,0,55,16,28,Other,48080.44,90311.9
16445,Divorced,Male,0,46,11,32,Other,45106.86,1757.75
16446,Divorced,Male,0,,17,21,Professional,716.52,1.67
16447,Divorced,Male,0,38,12,27,Professional,17442.69,1724.17
16448,Divorced,Male,0,42,12,34,Professional,16677.57,1726.9
16449,Divorced,Male,0,52,17,28,Professional,73100.02,51430.41
16450,Divorced,Male,0,47,12,23,Other,40849.16,1.5
16451,Divorced,Male,0,44,18,34,Professional,10887.4,1382.29
16452,Divorced,Male,1,48,9,29,Professional,66260.55,5445.74
16453,Divorced,Male,0,44,9,30,Professional,33763.52,3010.13
16454,Divorced,Male,0,40,18,22,Unemployed,3814.44,13.82
16455,Divorced,Male,0,40,13,30,Other,13787.29,1386.57
16456,Divorced,Male,0,51,15,27,Unemployed,3789.31,204.78
16457,Divorced,Female,0,44,16,33,Other,12749.42,1384.03
16458,Divorced,Male,0,46,15,27,Other,44202.23,1757.62
16459,Divorced,Male,0,42,16,30,Retired,28379.21,3.25
16460,Divorced,Female,0,51,14,34,Other,50189.87,32167.27
16461,Divorced,Male,0,47,14,23,Administrative,34462.34,3008.01
16462,Divorced,Male,0,50,10,29,Other,35842.07,4424.46
16463,Divorced,Male,0,45,12,34,Trade,47045.05,1758.29
16464,Divorced,Male,0,45,13,34,Professional,61417.98,2050.78
16465,Divorced,Male,0,44,15,35,Trade,24833.39,3.17
16466,Divorced,Male,0,42,11,33,Trade,15277.38,1729.64
16467,Divorced,Male,0,38,9,24,Professional,29874.74,1170.44
16468,Divorced,Male,0,47,15,28,Retired,18142.13,1727.67
16469,Divorced,Male,0,37,17,32,Other,39296.16,2.5
16470,,Male,0,41,11,29,Trade,24585.77,2.88
16471,Divorced,Male,0,43,15,30,Other,32788.3,3007.46
16472,Divorced,Male,0,47,11,30,Professional,67509.76,2049.56
16473,Divorced,Male,0,39,12,32,Professional,30513.62,1174.79
16474,Divorced,Female,0,46,11,39,Other,39360.08,-1.56
16475,Divorced,Male,0,50,11,33,Retired,38919.72,4416.5
16476,Divorced,Male,0,53,14,33,Administrative,30409.15,44292.87
16477,Divorced,Female,0,42,13,32,Other,27152.85,7.56
16478,Divorced,Male,0,34,12,,Professional,24657.27,2.63
16479,Divorced,Female,0,50,11,25,Administrative,37993.9,4425.26
16480,Divorced,Female,0,39,14,26,Other,34899.16,3006.26
16481,Divorced,Male,1,58,13,30,Professional,49652.37,85101.03
16482,Divorced,Male,0,38,15,28,Trade,30654.8,1170.95
16483,Divorced,Female,0,42,17,27,Trade,17793.39,1726.54
16484,Divorced,Male,0,49,12,31,Trade,45108.78,4421.21
16485,Divorced,Male,0,50,14,31,Administrative,31860.68,4426.4
16486,Divorced,Male,0,46,13,30,Other,32302.49,3011.02
16487,Divorced,Male,0,46,18,25,Unemployed,3696.31,0.03
16488,Divorced,Female,0,44,13,31,Professional,12670.8,1382.18
16489,Divorced,Male,0,35,12,29,Professional,65488.54,392.78
16490,Divorced,Male,0,55,13,26,Trade,47757.94,66479.22
16491,Divorced,Male,0,36,13,,Other,38754.76,2.63
16492,Divorced,Male,0,39,19,32,Administrative,30890.95,1173.46
16493,Divorced,Female,0,51,10,30,Trade,48289.66,32170.11
16494,Divorced,Male,0,43,12,36,Trade,32271.98,3010.66
16495,Divorced,Female,0,49,17,35,Retired,40883.68,13511.47
16496,Divorced,Male,0,41,17,29,Trade,22311.23,2.49
16497,Divorced,Male,1,54,8,27,Retired,25897.42,68705.56
16498,Divorced,Male,1,58,13,26,Other,39319.15,85101.05
16499,Divorced,Female,0,40,15,31,Retired,22579.39,3.98
16500,Divorced,Male,0,53,14,26,Administrative,37670.22,44298.05
16501,Divorced,Male,0,39,11,30,Trade,59042.76,2051.2
16502,Divorced,Male,0,48,11,28,Trade,52789.24,5443.46
16503,Divorced,Female,0,46,16,32,Professional,62263.62,2051.78
16504,Divorced,Male,0,43,13,34,Trade,37175.92,-0.06
16505,Divorced,Male,0,44,14,28,Other,22462.83,5.78
16506,Divorced,Male,0,47,14,28,Trade,50882.58,2050.34
16507,Divorced,Female,0,36,15,33,Professional,32470.19,3012.74
16508,Divorced,Male,0,38,14,24,Trade,32564.22,3010.7
16509,Divorced,Male,1,54,16,28,Professional,54799.05,77213.97
16510,Divorced,Female,0,42,10,20,Professional,28207,1.43
16511,Divorced,Female,0,48,14,34,Trade,45767.31,5448.07
16512,Divorced,Male,1,52,14,30,Unemployed,3742.99,321.69
16513,Divorced,Female,0,52,10,32,Trade,43155.04,20476.3
16514,Divorced,Male,0,44,13,30,Other,30423.91,1171.69
16515,Divorced,Male,0,45,20,31,Other,41193.37,3.86
16516,Divorced,Male,0,40,14,39,Administrative,37117.7,1.58
16517,Divorced,Male,0,50,15,25,Other,41748.57,4424.01
16518,Divorced,Male,0,42,19,26,Administrative,36323.36,3016.07
16519,Divorced,Male,0,48,14,31,Trade,49395.14,5443.94
16520,Divorced,Male,0,46,14,22,Professional,73985.07,2047.46
16521,Divorced,Male,0,42,16,27,Administrative,24105.18,2.14
16522,Divorced,Male,0,46,10,27,Other,38280.05,1.96
16523,Divorced,Male,0,42,16,29,Other,43171.03,1757.58
16524,Divorced,Male,0,38,13,32,Administrative,22650.89,3.24
16525,Divorced,Male,0,40,13,26,Other,16155.21,1729.66
16526,Divorced,Male,0,48,14,36,Trade,50206.17,5440.79
16527,Divorced,Male,0,47,13,35,Other,42786.91,1762.43
16528,Divorced,Male,0,45,16,25,Professional,50223.06,2046.97
16529,Divorced,Male,0,43,12,30,Unemployed,3718.4,
16530,Divorced,Male,1,57,15,26,Trade,54115.25,85101.43
16531,Divorced,Female,0,56,14,26,Professional,54105.94,66478.91
16532,Divorced,Male,0,48,11,28,Administrative,29068.11,5442.73
16533,Divorced,Male,0,44,16,29,Professional,19489.47,1728.65
16534,Divorced,Male,0,41,12,30,Administrative,28811.71,1172.74
16535,Divorced,Male,0,38,11,33,Trade,26218.86,-0.83
16536,Divorced,Male,0,46,12,32,Administrative,35710.09,3011.01
16537,Divorced,Male,0,39,14,30,Professional,36326.87,3010.36
16538,Divorced,Male,0,43,14,33,Trade,29244.03,1171.21
16539,Divorced,Male,0,40,20,37,Retired,27908.01,5.93
16540,Divorced,Male,0,46,13,29,Administrative,32764.25,3010.11
16541,Divorced,Male,0,44,8,31,Professional,24202.28,1.89
16542,Divorced,Male,0,36,15,29,Administrative,35735.27,3008.38
16543,Divorced,Male,0,46,13,30,Other,33172.89,3010.84
16544,,Male,0,38,13,39,Other,29589.02,1174.08
16545,Divorced,Male,0,38,16,26,Trade,53103.6,2047.82
16546,Divorced,Female,1,57,10,30,Administrative,35863.4,85105.55
16547,Divorced,Female,0,50,16,34,Trade,46883.67,4424.5
16548,Divorced,Male,0,46,19,25,Unemployed,3537.01,0.01
16549,Divorced,Male,0,57,14,37,Retired,11971.21,85104.93
16550,Divorced,Female,0,33,20,30,Retired,26801.77,3.11
16551,Divorced,Female,0,45,15,38,Professional,64888.77,2050.72
16552,Divorced,Female,0,52,9,25,Other,42621.18,20477.32
16553,Divorced,Female,0,52,14,27,Unemployed,3688.94,204.77
16554,Divorced,Male,1,53,11,36,Trade,52260.33,44298.14
16555,Divorced,Male,0,53,12,32,Retired,25894.18,44296.46
16556,Divorced,Male,0,53,10,28,Trade,49041.87,77216.86
16557,Divorced,Male,0,48,8,25,Unemployed,3713.44,54.48
16558,Divorced,Male,0,42,14,31,Retired,34140.29,3011.45
16559,Divorced,Male,1,55,17,31,Trade,43587.17,66479.47
16560,Divorced,Female,0,36,13,28,Professional,28614.92,-1.06
16561,Divorced,Male,0,44,16,24,Trade,-4062.53,6.46
16562,Divorced,Male,0,47,15,27,Trade,48214.98,1758.43
16563,Divorced,Male,0,48,15,36,Unemployed,3621.57,54.46
16564,Divorced,Female,1,40,14,32,Trade,39416.27,3.5
16565,Divorced,Male,0,47,16,28,Trade,50598.17,2052.4
16566,Divorced,Male,0,44,9,34,Administrative,46229.95,1756.55
16567,Divorced,Male,1,40,19,28,Unemployed,3718.33,0.04
16568,Divorced,Male,0,48,9,20,Administrative,34010.73,5442.28
16569,Divorced,Female,0,39,10,35,Retired,42854.34,1761.59
16570,Divorced,Male,0,49,10,30,Administrative,31090.56,13515.55
16571,Divorced,Male,0,42,11,29,Unemployed,3574.46,0.06
16572,Divorced,Male,0,45,13,27,Trade,47018.26,1757.27
16573,Divorced,Male,1,55,10,28,Retired,13579.73,90310.79
16574,Divorced,Male,0,41,11,34,Trade,14768.22,1722.71
16575,Divorced,Male,1,52,10,33,Professional,55055.68,20477.22
16576,Divorced,Male,0,46,15,31,Administrative,30179.83,1174.36
16577,Divorced,Female,1,46,17,35,Other,40073.54,-0.7
16578,Divorced,Female,0,47,15,33,Administrative,29407.19,1173.86
16579,Divorced,Male,0,45,17,26,Other,25405.03,1.63
16580,Divorced,Male,0,44,15,26,Professional,23612.04,1.99
16581,Divorced,Male,0,50,13,35,Other,45339.07,13515.2
16582,Divorced,Male,0,49,16,36,Other,44363.88,4417.64
16583,Divorced,Male,0,50,11,39,Professional,68435.86,13514.87
16584,Divorced,Male,1,58,8,34,Professional,52219.15,85100.78
16585,Divorced,Female,0,44,12,,Professional,35936.58,3008.88
16586,Divorced,Female,0,49,14,32,Other,52590.61,4421.66
16587,Divorced,Female,0,50,13,31,Trade,48465.18,4422.46
16588,Divorced,Male,0,41,11,32,Professional,18265,1727.5
16589,Divorced,Male,0,36,17,30,Other,31994.47,3012.14
16590,Divorced,Male,0,49,17,29,Unemployed,3803.29,44.2
16591,Divorced,Female,0,57,12,30,Trade,44637.61,85103.5
16592,Divorced,Male,0,37,17,28,Trade,24122.97,0.48
16593,Divorced,Male,0,45,16,31,Professional,60057.7,2049.47
16594,Divorced,Male,0,50,16,26,Unemployed,3663.27,44.22
16595,Divorced,Male,0,38,12,29,Trade,28994.45,1174.85
16596,Divorced,Male,0,38,19,28,Other,23302.91,1.73
16597,Divorced,Male,0,53,11,41,Retired,31208.85,100005.06
16598,Divorced,Male,0,46,13,27,Other,37345.51,2.84
16599,Divorced,Male,0,51,10,25,Trade,48707.37,20481.68
16600,Divorced,Male,0,39,15,28,Administrative,27726.35,0.21
16601,Divorced,Male,1,68,14,14,Professional,64730.66,99999.46
16602,Divorced,Male,0,38,13,27,Administrative,3616.49,1.46
16603,Divorced,Male,0,44,10,27,Other,13016.73,1379.94
16604,Divorced,Female,0,43,11,26,Trade,31155.97,1174.14
16605,Divorced,Male,0,33,11,30,Professional,27928.58,5.42
16606,Divorced,Male,0,45,14,29,Retired,22514.22,4.94
16607,Divorced,Male,0,37,13,29,Retired,35739.79,3008.01
16608,Divorced,Male,0,36,11,37,Other,11310.69,1387.9
16609,Divorced,Female,0,50,9,28,Other,42541.48,4425.2
16610,Divorced,Male,0,42,16,29,Professional,19330.13,1726.5
16611,Divorced,Male,0,45,8,33,Unemployed,3862.49,13.8
16612,Divorced,Female,0,44,13,32,Unemployed,3773.23,0.04
16613,Divorced,Male,0,43,14,30,Trade,28966.36,1176.72
16614,Divorced,Male,0,45,18,31,Other,42035.97,1759.98
16615,Divorced,Male,0,46,11,26,Trade,50583,2047.49
16616,Divorced,Male,0,48,15,25,Trade,46216.85,5444.82
16617,Divorced,Male,0,40,14,28,Other,34184.32,3007.44
16618,Divorced,Male,0,44,14,30,Administrative,35780.53,3009.39
16619,Divorced,Female,0,48,16,,Trade,44820.22,5444.06
16620,Divorced,Male,0,51,17,34,Other,35371.83,32172.74
16621,Divorced,Male,1,56,12,28,Administrative,29241.15,90307.64
16622,Divorced,Male,0,43,16,24,Administrative,33703.7,3013.75
16623,Divorced,Female,0,43,12,33,Other,1806.21,3.04
16624,Divorced,Male,0,44,16,28,Trade,16603.52,1732.47
16625,Divorced,Male,0,41,10,45,Trade,24315.79,-0.53
16626,Divorced,Male,0,41,12,33,Other,12097.49,1383.82
16627,Divorced,Female,0,51,10,30,Administrative,32245.17,32169.76
16628,Divorced,Male,0,46,12,31,Administrative,28470.3,7.71
16629,Divorced,Female,0,45,15,28,Administrative,27296.39,4.76
16630,Divorced,Male,0,42,13,27,Administrative,30869.1,1171.08
16631,,Male,0,46,17,34,Trade,45311.83,1757.93
16632,Divorced,Female,0,39,12,36,Other,55171.58,2050.27
16633,Divorced,Male,0,45,13,31,Retired,40724.02,8.97
16634,Divorced,Male,0,48,17,28,Other,40040.29,5441.77
16635,Divorced,Male,0,40,8,31,Retired,7468.98,1381.92
16636,Divorced,Male,0,42,16,29,Trade,24101.93,1.42
16637,Divorced,Male,0,41,10,30,Administrative,21121.97,2589.01
16638,Divorced,Female,0,43,13,,Trade,15570.27,1728.32
16639,Divorced,Male,0,44,17,34,Administrative,15165.46,1729.08
16640,Divorced,Male,0,38,13,39,Trade,40675.83,5.22
16641,Divorced,Male,0,48,10,31,Professional,58433.03,5441.37
16642,Divorced,Male,1,44,16,30,Other,28150.34,6.13
16643,,Male,0,31,10,31,Administrative,7592.97,3.21
16644,Divorced,Male,0,46,12,35,Trade,49818.08,2053.56
16645,Divorced,Male,0,42,12,,Trade,22395.76,3.68
16646,Divorced,Male,0,46,8,34,Other,38534.52,0.36
16647,Divorced,Female,0,43,17,18,Administrative,32032.81,3009.79
16648,Divorced,Male,0,40,17,25,Other,29860.39,1171.73
16649,Divorced,Female,0,54,13,29,Unemployed,3578.93,495.89
16650,Divorced,Male,0,45,12,32,Retired,51253.96,2051.26
16651,Divorced,Male,0,45,13,28,Professional,68028.27,2049.59
16652,Divorced,Male,0,41,13,31,Trade,37145.04,4.8
16653,Divorced,Male,0,38,13,22,Trade,17718.52,1727.38
16654,Divorced,Male,0,53,14,26,Professional,66957.78,44294.87
16655,Divorced,Female,0,41,14,25,Professional,15036.12,1729.65
16656,Divorced,Male,0,40,14,28,Other,42691.41,1757.26
16657,Divorced,Male,0,45,14,29,Retired,36040.74,3013.33
16658,Divorced,Female,0,37,11,28,Other,7285.19,1381.57
16659,Divorced,Male,1,53,12,29,Trade,44540.38,49587.58
16660,Divorced,Female,0,49,18,36,Unemployed,3584.15,44.21
16661,Divorced,Male,0,49,14,39,Professional,50713.33,13519.22
16662,Divorced,Female,0,40,15,25,Administrative,35329.87,3011.4
16663,Divorced,Male,1,54,12,28,Professional,59430.32,77217.58
16664,Divorced,Female,0,56,12,29,Professional,63350.77,66481.26
16665,Divorced,Male,0,43,14,32,Unemployed,3815.95,13.87
16666,Divorced,Male,0,46,19,34,Retired,27654.98,1.76
16667,Divorced,Male,1,54,13,31,Professional,64270.76,44295.11
16668,Divorced,Male,0,50,12,39,Other,31939.49,13517.72
16669,Divorced,Male,0,43,16,31,Professional,44435.32,1759.58
16670,Divorced,Male,0,39,13,31,Other,8229.76,1386.01
16671,Divorced,Male,1,55,8,28,Administrative,31585.06,90308.46
16672,Divorced,Female,0,32,8,26,Administrative,25155.99,1.61
16673,Divorced,Male,0,40,13,26,Trade,40573.95,3.2
16674,Divorced,Male,0,44,16,25,Administrative,7118.71,1384.79
16675,Divorced,Male,0,43,8,40,Retired,15479.43,1732.61
16676,Divorced,Female,0,41,13,35,Trade,24818.26,-0.06
16677,Divorced,Male,0,33,11,28,Professional,22325.25,5.57
16678,Divorced,Male,0,41,12,32,Trade,25876.8,2.73
16679,Divorced,Male,0,37,11,29,Professional,30597.89,1174.74
16680,Divorced,Male,0,45,11,33,Administrative,33529.4,3010.57
16681,Divorced,Female,0,38,11,29,Trade,8838.68,1382.77
16682,Divorced,Male,0,46,16,26,Other,42052.15,1761.59
16683,Divorced,Male,0,47,18,28,Administrative,30483.16,1171.62
16684,Divorced,Male,0,40,15,24,Trade,18592.42,1726.71
16685,Divorced,Male,0,40,15,31,Other,2915.66,7.03
16686,Divorced,Male,0,53,12,28,Retired,20154.6,77220.63
16687,Divorced,Male,0,51,12,31,Unemployed,3579.67,204.81
16688,Divorced,Male,1,57,11,31,Unemployed,3693.5,851.04
16689,Divorced,Male,0,50,16,36,Retired,38311.28,4421.94
16690,Divorced,Male,0,49,15,38,Unemployed,3677.48,44.25
16691,Divorced,Male,0,37,16,29,Trade,22018.05,1.97
16692,Divorced,Male,0,,15,32,Professional,33127.69,3012.56
16693,Divorced,Male,0,42,11,29,Other,32706.3,3007.51
